image,label
./tamagoyaki/.gitkeep,1
./tamagoyaki/tamagoyaki_0052.jpeg,1
./tamagoyaki/tamagoyaki_0117.jpeg,1
./tamagoyaki/tamagoyaki_0044.jpeg,1
./tamagoyaki/tamagoyaki_0101.jpeg,1
./tamagoyaki/tamagoyaki_0013.jpeg,1
./tamagoyaki/tamagoyaki_0012.jpeg,1
./tamagoyaki/tamagoyaki_0045.jpeg,1
./tamagoyaki/tamagoyaki_0100.jpeg,1
./tamagoyaki/tamagoyaki_0053.jpeg,1
./tamagoyaki/tamagoyaki_0116.jpeg,1
./tamagoyaki/tamagoyaki_0004.jpeg,1
./tamagoyaki/tamagoyaki_0141.jpeg,1
./tamagoyaki/tamagoyaki_0090.jpeg,1
./tamagoyaki/tamagoyaki_0028.jpeg,1
./tamagoyaki/tamagoyaki_0086.jpeg,1
./tamagoyaki/tamagoyaki_0069.jpeg,1
./tamagoyaki/tamagoyaki_0049.jpeg,1
./tamagoyaki/tamagoyaki_0008.jpeg,1
./tamagoyaki/tamagoyaki_0136.jpeg,1
./tamagoyaki/tamagoyaki_0073.jpeg,1
./tamagoyaki/tamagoyaki_0024.jpeg,1
./tamagoyaki/tamagoyaki_0032.jpeg,1
./tamagoyaki/tamagoyaki_0120.jpeg,1
./tamagoyaki/tamagoyaki_0065.jpeg,1
./tamagoyaki/tamagoyaki_0119.jpeg,1
./tamagoyaki/tamagoyaki_0070.jpeg,1
./tamagoyaki/tamagoyaki_0135.jpeg,1
./tamagoyaki/tamagoyaki_0027.jpeg,1
./tamagoyaki/tamagoyaki_0031.jpeg,1
./tamagoyaki/tamagoyaki_0066.jpeg,1
./tamagoyaki/tamagoyaki_0089.jpeg,1
./tamagoyaki/tamagoyaki_0123.jpeg,1
./tamagoyaki/tamagoyaki_0011.jpeg,1
./tamagoyaki/tamagoyaki_0103.jpeg,1
./tamagoyaki/tamagoyaki_0046.jpeg,1
./tamagoyaki/tamagoyaki_0115.jpeg,1
./tamagoyaki/tamagoyaki_0050.jpeg,1
./tamagoyaki/tamagoyaki_0142.jpeg,1
./tamagoyaki/tamagoyaki_0007.jpeg,1
./tamagoyaki/tamagoyaki_0093.jpeg,1
./tamagoyaki/tamagoyaki_0139.jpeg,1
./tamagoyaki/tamagoyaki_0085.jpeg,1
./tamagoyaki/tamagoyaki_0084.jpeg,1
./tamagoyaki/tamagoyaki_0092.jpeg,1
./tamagoyaki/tamagoyaki_0138.jpeg,1
./tamagoyaki/tamagoyaki_0143.jpeg,1
./tamagoyaki/tamagoyaki_0006.jpeg,1
./tamagoyaki/tamagoyaki_0114.jpeg,1
./tamagoyaki/tamagoyaki_0051.jpeg,1
./tamagoyaki/tamagoyaki_0102.jpeg,1
./tamagoyaki/tamagoyaki_0047.jpeg,1
./tamagoyaki/tamagoyaki_0010.jpeg,1
./tamagoyaki/tamagoyaki_0067.jpeg,1
./tamagoyaki/tamagoyaki_0088.jpeg,1
./tamagoyaki/tamagoyaki_0122.jpeg,1
./tamagoyaki/tamagoyaki_0030.jpeg,1
./tamagoyaki/tamagoyaki_0026.jpeg,1
./tamagoyaki/tamagoyaki_0071.jpeg,1
./tamagoyaki/tamagoyaki_0134.jpeg,1
./tamagoyaki/tamagoyaki_0118.jpeg,1
./tamagoyaki/tamagoyaki_0017.jpeg,1
./tamagoyaki/tamagoyaki_0105.jpeg,1
./tamagoyaki/.ipynb_checkpoints,1
./tamagoyaki/tamagoyaki_0040.jpeg,1
./tamagoyaki/tamagoyaki_0113.jpeg,1
./tamagoyaki/tamagoyaki_0056.jpeg,1
./tamagoyaki/tamagoyaki_0144.jpeg,1
./tamagoyaki/tamagoyaki_0001.jpeg,1
./tamagoyaki/tamagoyaki_0095.jpeg,1
./tamagoyaki/tamagoyaki_0129.jpeg,1
./tamagoyaki/tamagoyaki_0083.jpeg,1
./tamagoyaki/tamagoyaki_0109.jpeg,1
./tamagoyaki/tamagoyaki_0148.jpeg,1
./tamagoyaki/tamagoyaki_0076.jpeg,1
./tamagoyaki/tamagoyaki_0133.jpeg,1
./tamagoyaki/tamagoyaki_0099.jpeg,1
./tamagoyaki/tamagoyaki_0021.jpeg,1
./tamagoyaki/tamagoyaki_0037.jpeg,1
./tamagoyaki/tamagoyaki_0060.jpeg,1
./tamagoyaki/tamagoyaki_0125.jpeg,1
./tamagoyaki/tamagoyaki_0061.jpeg,1
./tamagoyaki/tamagoyaki_0124.jpeg,1
./tamagoyaki/tamagoyaki_0036.jpeg,1
./tamagoyaki/tamagoyaki_0020.jpeg,1
./tamagoyaki/tamagoyaki_0077.jpeg,1
./tamagoyaki/tamagoyaki_0132.jpeg,1
./tamagoyaki/tamagoyaki_0098.jpeg,1
./tamagoyaki/tamagoyaki_0149.jpeg,1
./tamagoyaki/tamagoyaki_0108.jpeg,1
./tamagoyaki/tamagoyaki_0128.jpeg,1
./tamagoyaki/tamagoyaki_0082.jpeg,1
./tamagoyaki/tamagoyaki_0094.jpeg,1
./tamagoyaki/tamagoyaki_0145.jpeg,1
./tamagoyaki/tamagoyaki_0000.jpeg,1
./tamagoyaki/tamagoyaki_0112.jpeg,1
./tamagoyaki/tamagoyaki_0057.jpeg,1
./tamagoyaki/tamagoyaki_0104.jpeg,1
./tamagoyaki/tamagoyaki_0041.jpeg,1
./tamagoyaki/tamagoyaki_0016.jpeg,1
./dashimaki/dashimaki0058.jpg,0
./dashimaki/dashimaki0064.jpg,0
./dashimaki/dashimaki0070.jpg,0
./dashimaki/dashimaki0071.jpg,0
./dashimaki/dashimaki0065.jpg,0
./dashimaki/dashimaki0059.jpg,0
./dashimaki/dashimaki0098.jpg,0
./dashimaki/dashimaki0073.jpg,0
./dashimaki/dashimaki0067.jpg,0
./dashimaki/dashimaki0066.jpg,0
./dashimaki/dashimaki0072.jpg,0
./dashimaki/dashimaki0099.jpg,0
./dashimaki/dashimaki0089.jpg,0
./dashimaki/dashimaki0076.jpg,0
./dashimaki/dashimaki0062.jpg,0
./dashimaki/dashimaki0063.jpg,0
./dashimaki/dashimaki0077.jpg,0
./dashimaki/dashimaki0088.jpg,0
./dashimaki/dashimaki0061.jpg,0
./dashimaki/dashimaki0075.jpg,0
./dashimaki/dashimaki0049.jpg,0
./dashimaki/dashimaki0048.jpg,0
./dashimaki/dashimaki0074.jpg,0
./dashimaki/dashimaki0060.jpg,0
./dashimaki/dashimaki0007.jpg,0
./dashimaki/dashimaki0013.jpg,0
./dashimaki/dashimaki0012.jpg,0
./dashimaki/dashimaki0006.jpg,0
./dashimaki/dashimaki0038.jpg,0
./dashimaki/dashimaki0010.jpg,0
./dashimaki/dashimaki0004.jpg,0
./dashimaki/dashimaki0005.jpg,0
./dashimaki/dashimaki0011.jpg,0
./dashimaki/dashimaki0039.jpg,0
./dashimaki/dashimaki0015.jpg,0
./dashimaki/dashimaki0001.jpg,0
./dashimaki/dashimaki0029.jpg,0
./dashimaki/dashimaki0028.jpg,0
./dashimaki/dashimaki0000.jpg,0
./dashimaki/dashimaki0014.jpg,0
./dashimaki/dashimaki0002.jpg,0
./dashimaki/dashimaki0016.jpg,0
./dashimaki/dashimaki0017.jpg,0
./dashimaki/dashimaki0003.jpg,0
./dashimaki/dashimaki0026.jpg,0
./dashimaki/dashimaki0032.jpg,0
./dashimaki/dashimaki0033.jpg,0
./dashimaki/dashimaki0027.jpg,0
./dashimaki/dashimaki0019.jpg,0
./dashimaki/dashimaki0031.jpg,0
./dashimaki/dashimaki0025.jpg,0
./dashimaki/dashimaki0024.jpg,0
./dashimaki/dashimaki0030.jpg,0
./dashimaki/dashimaki0018.jpg,0
./dashimaki/dashimaki0034.jpg,0
./dashimaki/dashimaki0020.jpg,0
./dashimaki/dashimaki0008.jpg,0
./dashimaki/dashimaki0009.jpg,0
./dashimaki/dashimaki0021.jpg,0
./dashimaki/dashimaki0035.jpg,0
./dashimaki/dashimaki0023.jpg,0
./dashimaki/dashimaki0037.jpg,0
./dashimaki/dashimaki0036.jpg,0
./dashimaki/dashimaki0022.jpg,0
./dashimaki/.ipynb_checkpoints,0
./dashimaki/dashimaki0086.jpg,0
./dashimaki/dashimaki0092.jpg,0
./dashimaki/dashimaki0079.jpg,0
./dashimaki/dashimaki0045.jpg,0
./dashimaki/dashimaki0051.jpg,0
./dashimaki/dashimaki0050.jpg,0
./dashimaki/dashimaki0044.jpg,0
./dashimaki/dashimaki0078.jpg,0
./dashimaki/dashimaki0093.jpg,0
./dashimaki/dashimaki0087.jpg,0
./dashimaki/dashimaki0091.jpg,0
./dashimaki/dashimaki0085.jpg,0
./dashimaki/dashimaki0052.jpg,0
./dashimaki/dashimaki0046.jpg,0
./dashimaki/dashimaki0047.jpg,0
./dashimaki/dashimaki0053.jpg,0
./dashimaki/dashimaki0084.jpg,0
./dashimaki/dashimaki0090.jpg,0
./dashimaki/dashimaki0094.jpg,0
./dashimaki/dashimaki0080.jpg,0
./dashimaki/dashimaki0057.jpg,0
./dashimaki/dashimaki0043.jpg,0
./dashimaki/dashimaki0042.jpg,0
./dashimaki/dashimaki0056.jpg,0
./dashimaki/dashimaki0081.jpg,0
./dashimaki/dashimaki0095.jpg,0
./dashimaki/dashimaki0083.jpg,0
./dashimaki/dashimaki0097.jpg,0
./dashimaki/dashimaki0040.jpg,0
./dashimaki/dashimaki0054.jpg,0
./dashimaki/dashimaki0068.jpg,0
./dashimaki/dashimaki0069.jpg,0
./dashimaki/dashimaki0055.jpg,0
./dashimaki/dashimaki0041.jpg,0
./dashimaki/dashimaki0096.jpg,0
./dashimaki/dashimaki0082.jpg,0
